"Accident_Index","1st_Road_Class","1st_Road_Number","2nd_Road_Class","2nd_Road_Number","Accident_Severity","Carriageway_Hazards","Date","Day_of_Week","Did_Police_Officer_Attend_Scene_of_Accident","Junction_Control","Junction_Detail","Latitude","Light_Conditions","Local_Authority_(District)","Local_Authority_(Highway)","Location_Easting_OSGR","Location_Northing_OSGR","Longitude","LSOA_of_Accident_Location","Number_of_Casualties","Number_of_Vehicles","Pedestrian_Crossing-Human_Control","Pedestrian_Crossing-Physical_Facilities","Police_Force","Road_Surface_Conditions","Road_Type","Special_Conditions_at_Site","Speed_limit","Time","Urban_or_Rural_Area","Weather_Conditions","Year","InScotland"
"200504BC05049","A","586","A","6","Slight","None",2005-06-15,"Wednesday","1","Give way or uncontrolled","T or staggered junction",53.881283,"Daylight","Wyre","Lancashire","348800","443070",-2.780362,"E01025553",2,2,"0","0","Lancashire","Dry","Single carriageway","None",60,"11:15","Rural","Unknown",2005,"No"
"200504BC05050","A","586",NA,"0","Slight","None",2005-06-17,"Friday","1","Data missing or out of range","Not at junction or within 20 metres",53.84181,"Daylight","Wyre","Lancashire","334280","438860",-3.00031,"E01025569",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"21:15","Urban","Fine no high winds",2005,"No"
"200504BC05051","A","588","Unclassified","0","Serious","None",2005-07-09,"Saturday","1","Give way or uncontrolled","Private drive or entrance",53.916855,"Daylight","Wyre","Lancashire","337970","447160",-2.94592,"E01025589",1,2,"0","0","Lancashire","Dry","Single carriageway","None",60,"10:05","Rural","Fine no high winds",2005,"No"
"200504BC05052","Unclassified","0","A","585","Slight","None",2005-06-27,"Monday","1","Give way or uncontrolled","T or staggered junction",53.869427,"Daylight","Wyre","Lancashire","333090","441950",-3.019067,"E01025602",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"16:30","Urban","Fine no high winds",2005,"No"
"200504BC05053","B","586",NA,"0","Slight","None",2005-07-09,"Saturday","1","Give way or uncontrolled","Not at junction or within 20 metres",53.872019,"Daylight","Wyre","Lancashire","346940","442060",-2.808479,"E01025562",2,1,"0","0","Lancashire","Dry","Single carriageway","None",50,"16:32","Rural","Fine no high winds",2005,"No"
"200504BC05055","B","5412","Unclassified","0","Slight","None",2005-06-27,"Monday","1","Give way or uncontrolled","T or staggered junction",53.876202,"Daylight","Wyre","Lancashire","331980","442720",-3.036116,"E01025604",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"13:25","Urban","Fine no high winds",2005,"No"
"200504BC05056","A","588","Unclassified","0","Slight","None",2005-06-27,"Monday","1","Give way or uncontrolled","T or staggered junction",53.856789,"Daylight","Wyre","Lancashire","335480","440510",-2.982422,"E01025545",2,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"07:49","Rural","Fine no high winds",2005,"No"
"200504BC05057","Unclassified","0","Unclassified","0","Slight","None",2005-06-27,"Monday","1","Give way or uncontrolled","Private drive or entrance",53.864608,"Daylight","Wyre","Lancashire","343990","441270",-2.853196,"E01025562",1,2,"0","0","Lancashire","Dry","Single carriageway","None",50,"17:30","Rural","Fine no high winds",2005,"No"
"200504BC05058","A","6",NA,"0","Slight","None",2005-06-27,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",53.931107,"Daylight","Wyre","Lancashire","349160","448610",-2.775808,"E01025548",1,2,"0","0","Lancashire","Dry","Single carriageway","None",50,"17:23","Rural","Fine no high winds",2005,"No"
"200504BC05059","Unclassified","0","Unclassified","0","Serious","None",2005-06-29,"Wednesday","1","Give way or uncontrolled","T or staggered junction",53.889693,"Daylight","Wyre","Lancashire","339300","444120",-2.925069,"E01025562",1,2,"0","0","Lancashire","Dry","Single carriageway","None",60,"07:35","Rural","Fine no high winds",2005,"No"
"200504BC05060","A","585","A","585","Slight","None",2005-06-27,"Monday","1","Give way or uncontrolled","Roundabout",53.857323,"Daylight","Wyre","Lancashire","335440","440570",-2.983043,"E01025595",1,2,"0","0","Lancashire","Dry","Roundabout","None",40,"07:50","Rural","Fine no high winds",2005,"No"
"200504BC05061","Unclassified","0",NA,"0","Slight","None",2005-07-02,"Saturday","1","Data missing or out of range","Not at junction or within 20 metres",54.157173,"Daylight","Wyre","Lancashire","360930","473650",-2.599789,"E01025167",1,2,"0","0","Lancashire","Dry","Single carriageway","None",60,"13:05","Rural","Fine no high winds",2005,"No"
"200504BC05062","A","587","B","5412","Slight","Pedestrian in carriageway - not injured",2005-07-02,"Saturday","1","Auto traffic signal","More than 4 arms (not roundabout)",53.876884,"Daylight","Wyre","Lancashire","331700","442800",-3.040392,"E01025570",1,1,"0","5","Lancashire","Dry","Single carriageway","None",30,"08:10","Urban","Fine no high winds",2005,"No"
"200504BC05063","A","588","A","588","Slight","None",2005-07-19,"Tuesday","1","Give way or uncontrolled","T or staggered junction",53.901512,"Daylight","Wyre","Lancashire","337430","445460",-2.953792,"E01025565",1,1,"0","0","Lancashire","Dry","Single carriageway","None",40,"17:50","Rural","Fine no high winds",2005,"No"
"200504BC05064","Unclassified","0",NA,"0","Slight","None",2005-07-04,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",53.877792,"Daylight","Wyre","Lancashire","335270","442850",-2.986109,"E01025596",3,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"10:15","Urban","Fine no high winds",2005,"No"
"200504BC05065","Unclassified","0",NA,"0","Slight","None",2005-07-05,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",53.874154,"Daylight","Wyre","Lancashire","333510","442470",-3.012794,"E01025576",1,1,"0","0","Lancashire","Dry","One way street","None",30,"17:30","Urban","Fine no high winds",2005,"No"
"200504BC05066","B","5268","B","5439","Slight","None",2005-07-10,"Sunday","1","Give way or uncontrolled","More than 4 arms (not roundabout)",53.880378,"Daylight","Wyre","Lancashire","333690","443160",-3.010206,"E01025541",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"18:40","Urban","Fine no high winds",2005,"No"
"200504BC05067","A","586","Unclassified","0","Slight","None",2005-07-10,"Sunday","1","Auto traffic signal","Crossroads",53.844509,"Daylight","Wyre","Lancashire","335740","439140",-2.978183,"E01025545",3,3,"0","5","Lancashire","Dry","Single carriageway","None",30,"14:30","Urban","Fine no high winds",2005,"No"
"200504BC05068","B","5270","Unclassified","0","Serious","None",2005-07-10,"Sunday","1","Give way or uncontrolled","T or staggered junction",53.922627,"Darkness - lights lit","Wyre","Lancashire","336660","447820",-2.965999,"E01025587",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"03:10","Rural","Fine no high winds",2005,"No"
"200504BC05069","Unclassified","0",NA,"0","Slight","None",2005-07-11,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",53.873242,"Daylight","Wyre","Lancashire","332710","442380",-3.02494,"E01025601",2,1,"0","0","Lancashire","Dry","Unknown","None",20,"17:15","Urban","Fine no high winds",2005,"No"
"200504BC05070","B","5412",NA,"0","Serious","None",2005-07-12,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",53.876118,"Daylight","Wyre","Lancashire","332030","442710",-3.035354,"E01025604",1,1,"0","1","Lancashire","Dry","Single carriageway","None",30,"15:50","Urban","Fine no high winds",2005,"No"
"200504BC05071","Unclassified","0","Unclassified","0","Slight","None",2005-07-17,"Sunday","1","Give way or uncontrolled","Private drive or entrance",53.868649,"Daylight","Wyre","Lancashire","341520","441750",-2.890842,"E01025562",2,2,"0","0","Lancashire","Dry","Single carriageway","None",60,"13:32","Rural","Fine no high winds",2005,"No"
"200504BC05072","Unclassified","0",NA,"0","Serious","None",2005-07-24,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",53.843998,"Daylight","Wyre","Lancashire","347130","438940",-2.805051,"E01025561",1,1,"0","0","Lancashire","Dry","Single carriageway","None",60,"08:45","Rural","Fine no high winds",2005,"No"
"200504BC05073","B","5270","Unclassified","0","Slight","None",2005-07-23,"Saturday","1","Give way or uncontrolled","T or staggered junction",53.926323,"Daylight","Wyre","Lancashire","336020","448240",-2.975831,"E01025586",2,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"21:43","Rural","Fine no high winds",2005,"No"
"200504BC05074","Motorway","6",NA,"0","Slight","Other object on road",2005-07-26,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",53.905371,"Daylight","Wyre","Lancashire","350680","445730",-2.752195,"E01025549",1,3,"0","0","Lancashire","Dry","Dual carriageway","None",70,"14:10","Rural","Fine no high winds",2005,"No"
"200504BC05075","B","5268","A","585","Slight","Other object on road",2005-07-26,"Tuesday","1","Give way or uncontrolled","Roundabout",53.864026,"Daylight","Wyre","Lancashire","333720","441340",-3.009356,"E01025552",2,2,"0","0","Lancashire","Dry","Roundabout","None",30,"16:00","Urban","Unknown",2005,"No"
"200504BC05076","B","5268","Unclassified","0","Slight","None",2005-07-27,"Wednesday","1","Give way or uncontrolled","T or staggered junction",53.850982,"Daylight","Wyre","Lancashire","333620","439890",-3.010562,"E01025550",2,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"14:32","Urban","Fine no high winds",2005,"No"
"200504BC05077","A","586",NA,"0","Serious","None",2005-07-27,"Wednesday","1","Data missing or out of range","Not at junction or within 20 metres",53.871998,"Daylight","Wyre","Lancashire","346740","442060",-2.81152,"E01025562",1,1,"0","0","Lancashire","Dry","Single carriageway","None",50,"10:30","Rural","Fine no high winds",2005,"No"
"200504BC05078","Unclassified","0",NA,"0","Slight","None",2005-07-12,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",53.847464,"Daylight","Wyre","Lancashire","335650","439470",-2.97962,"E01025545",2,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"15:49","Urban","Fine no high winds",2005,"No"
"200504BC05079","Unclassified","0",NA,"0","Slight","None",2005-08-02,"Tuesday","1","Data missing or out of range","Not at junction or within 20 metres",53.899717,"Daylight","Wyre","Lancashire","348000","445130",-2.792881,"E01025559",3,4,"0","0","Lancashire","Dry","Single carriageway","None",60,"19:25","Rural","Fine no high winds",2005,"No"
"200504BC05080","B","5268","Unclassified","0","Slight","None",2005-08-02,"Tuesday","1","Give way or uncontrolled","T or staggered junction",53.861253,"Daylight","Wyre","Lancashire","333820","441030",-3.007768,"E01025552",4,3,"0","0","Lancashire","Dry","Single carriageway","None",30,"13:50","Urban","Fine no high winds",2005,"No"
"200504BC05081","Unclassified","0","Unclassified","0","Serious","None",2005-08-06,"Saturday","1","Give way or uncontrolled","T or staggered junction",53.854127,"Daylight","Wyre","Lancashire","342650","440120",-2.873354,"E01025562",2,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"21:10","Rural","Fine no high winds",2005,"No"
"200504BC05082","Unclassified","0",NA,"0","Serious","None",2005-07-30,"Saturday","1","Data missing or out of range","Not at junction or within 20 metres",53.850201,"Daylight","Wyre","Lancashire","350800","439590",-2.749381,"E01025547",1,3,"0","0","Lancashire","Wet or damp","Single carriageway","None",60,"13:42","Rural","Fine no high winds",2005,"No"
"200504BC05084","Unclassified","0","Unclassified","0","Slight","None",2005-08-03,"Wednesday","1","Give way or uncontrolled","T or staggered junction",53.847362,"Daylight","Wyre","Lancashire","355170","439230",-2.682905,"E01025279",1,1,"0","0","Lancashire","Dry","Single carriageway","None",30,"17:48","Rural","Fine no high winds",2005,"No"
"200504BC05085","A","586","A","6","Slight","None",2005-08-07,"Sunday","1","Give way or uncontrolled","T or staggered junction",53.910948,"Daylight","Wyre","Lancashire","348880","446370",-2.779697,"E01025548",1,2,"0","0","Lancashire","Dry","Single carriageway","None",60,"15:45","Rural","Fine no high winds",2005,"No"
"200504BC05086","Motorway","6",NA,"0","Fatal","None",2005-08-14,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",53.895774,"Daylight","Wyre","Lancashire","350880","444660",-2.748979,"E01025549",2,2,"0","0","Lancashire","Dry","Dual carriageway","None",70,"12:54","Rural","Fine no high winds",2005,"No"
"200504BC05087","Unclassified","0","Unclassified","0","Serious","None",2005-08-07,"Sunday","1","Give way or uncontrolled","Other junction",53.861144,"Daylight","Wyre","Lancashire","352490","440790",-2.723879,"E01025547",1,2,"0","0","Lancashire","Dry","Single carriageway","None",60,"13:00","Rural","Fine no high winds",2005,"No"
"200504BC05088","Unclassified","0",NA,"0","Serious","None",2005-07-10,"Sunday","1","Data missing or out of range","Not at junction or within 20 metres",53.939866,"Daylight","Wyre","Lancashire","339530","449700",-2.922675,"E01025585",3,1,"0","0","Lancashire","Wet or damp","Unknown","None",30,"14:40","Rural","Fine no high winds",2005,"No"
"200504BC05089","B","5439","Unclassified","0","Slight","None",2005-08-04,"Thursday","1","Give way or uncontrolled","Other junction",53.879056,"Daylight","Wyre","Lancashire","333900","443010",-3.006979,"E01025543",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"09:15","Urban","Unknown",2005,"No"
"200504BC05090","A","6","Unclassified","0","Slight","None",2005-08-07,"Sunday","1","Give way or uncontrolled","T or staggered junction",53.87535,"Daylight","Wyre","Lancashire","349700","442400",-2.766562,"E01025553",1,2,"0","0","Lancashire","Dry","Single carriageway","None",60,"13:17","Rural","Fine no high winds",2005,"No"
"200504BC05091","B","5267","Unclassified","0","Slight","None",2005-08-09,"Tuesday","1","Give way or uncontrolled","T or staggered junction",53.850973,"Daylight","Wyre","Lancashire","334250","439880",-3.000984,"E01025598",2,3,"0","0","Lancashire","Dry","Single carriageway","None",30,"17:05","Urban","Fine no high winds",2005,"No"
"200504BC05092","B","5268","A","585","Slight","None",2005-08-12,"Friday","1","Give way or uncontrolled","Roundabout",53.901088,"Daylight","Wyre","Lancashire","332620","445480",-3.026991,"E01025580",1,2,"0","8","Lancashire","Dry","Roundabout","None",30,"12:15","Rural","Fine no high winds",2005,"No"
"200504BC05093","A","6","Unclassified","0","Slight","None",2005-08-09,"Tuesday","1","Give way or uncontrolled","T or staggered junction",53.918245,"Daylight","Wyre","Lancashire","349050","447180",-2.777245,"E01025548",1,1,"0","0","Lancashire","Dry","Single carriageway","None",50,"14:05","Rural","Fine no high winds",2005,"No"
"200504BC05094","A","588","Unclassified","0","Serious","None",2005-08-14,"Sunday","1","Give way or uncontrolled","T or staggered junction",53.901245,"Daylight","Wyre","Lancashire","337450","445430",-2.953481,"E01025565",2,2,"0","0","Lancashire","Dry","Single carriageway","None",40,"15:50","Rural","Fine no high winds",2005,"No"
"200504BC05095","B","5272","A","6","Slight","None",2005-08-09,"Tuesday","1","Auto traffic signal","Crossroads",53.908237,"Daylight","Wyre","Lancashire","348730","446070",-2.78193,"E01025548",3,2,"0","4","Lancashire","Dry","Single carriageway","None",50,"11:58","Rural","Fine no high winds",2005,"No"
"200504BC05096","Unclassified","0","Unclassified","0","Slight","None",2005-08-18,"Thursday","1","Give way or uncontrolled","T or staggered junction",53.851332,"Daylight","Wyre","Lancashire","334250","439920",-3.000993,"E01025598",1,2,"0","0","Lancashire","Dry","Single carriageway","None",30,"12:48","Urban","Fine no high winds",2005,"No"
"200504BC05097","A","586","Unclassified","0","Slight","None",2005-08-21,"Sunday","1","Give way or uncontrolled","Private drive or entrance",53.87774,"Daylight","Wyre","Lancashire","347520","442690",-2.799767,"E01025553",1,2,"0","0","Lancashire","Dry","Single carriageway","None",50,"13:20","Rural","Fine no high winds",2005,"No"
"200504BC05098","A","588",NA,"0","Slight","Any animal in carriageway (except ridden horse)",2005-08-22,"Monday","1","Data missing or out of range","Not at junction or within 20 metres",53.928205,"Daylight","Wyre","Lancashire","341280","448380",-2.895765,"E01025585",1,1,"0","0","Lancashire","Wet or damp","Single carriageway","None",40,"08:10","Rural","Fine no high winds",2005,"No"
